file_name;char_used;perc_printable
xortool_out/0000.out;48;97.0
xortool_out/0001.out;48;95.0
xortool_out/0002.out;48;97.0
xortool_out/0003.out;48;97.0
xortool_out/0004.out;48;95.0
xortool_out/0005.out;48;97.0
xortool_out/0006.out;48;97.0
xortool_out/0007.out;48;97.0
xortool_out/0008.out;48;95.0
xortool_out/0009.out;48;97.0
xortool_out/0010.out;48;97.0
xortool_out/0011.out;48;95.0
xortool_out/0012.out;48;97.0
xortool_out/0013.out;48;97.0
xortool_out/0014.out;49;98.0
xortool_out/0015.out;49;97.0
xortool_out/0016.out;49;98.0
xortool_out/0017.out;49;97.0
xortool_out/0018.out;49;98.0
xortool_out/0019.out;49;98.0
xortool_out/0020.out;49;98.0
xortool_out/0021.out;49;98.0
xortool_out/0022.out;49;97.0
xortool_out/0023.out;49;98.0
xortool_out/0024.out;49;97.0
xortool_out/0025.out;49;98.0
xortool_out/0026.out;49;98.0
xortool_out/0027.out;49;98.0
xortool_out/0028.out;50;98.0
xortool_out/0029.out;50;98.0
xortool_out/0030.out;50;98.0
xortool_out/0031.out;50;98.0
xortool_out/0032.out;50;98.0
xortool_out/0033.out;50;98.0
xortool_out/0034.out;50;98.0
xortool_out/0035.out;50;98.0
xortool_out/0036.out;50;98.0
xortool_out/0037.out;50;98.0
xortool_out/0038.out;50;98.0
xortool_out/0039.out;50;98.0
xortool_out/0040.out;50;98.0
xortool_out/0041.out;50;98.0
xortool_out/0042.out;51;98.0
xortool_out/0043.out;51;98.0
xortool_out/0044.out;51;98.0
xortool_out/0045.out;51;98.0
xortool_out/0046.out;51;98.0
xortool_out/0047.out;51;98.0
xortool_out/0048.out;51;98.0
xortool_out/0049.out;51;98.0
xortool_out/0050.out;51;98.0
xortool_out/0051.out;51;98.0
xortool_out/0052.out;51;98.0
xortool_out/0053.out;51;98.0
xortool_out/0054.out;51;98.0
xortool_out/0055.out;51;98.0
xortool_out/0056.out;52;100.0
xortool_out/0057.out;52;100.0
xortool_out/0058.out;52;100.0
xortool_out/0059.out;52;100.0
xortool_out/0060.out;52;100.0
xortool_out/0061.out;52;100.0
xortool_out/0062.out;52;100.0
xortool_out/0063.out;52;100.0
xortool_out/0064.out;52;100.0
xortool_out/0065.out;52;100.0
xortool_out/0066.out;52;100.0
xortool_out/0067.out;52;100.0
xortool_out/0068.out;52;100.0
xortool_out/0069.out;52;100.0
xortool_out/0070.out;53;100.0
xortool_out/0071.out;53;100.0
xortool_out/0072.out;53;100.0
xortool_out/0073.out;53;100.0
xortool_out/0074.out;53;100.0
xortool_out/0075.out;53;100.0
xortool_out/0076.out;53;100.0
xortool_out/0077.out;53;100.0
xortool_out/0078.out;53;100.0
xortool_out/0079.out;53;100.0
xortool_out/0080.out;53;100.0
xortool_out/0081.out;53;100.0
xortool_out/0082.out;53;100.0
xortool_out/0083.out;53;100.0
xortool_out/0084.out;54;98.0
xortool_out/0085.out;54;98.0
xortool_out/0086.out;54;98.0
xortool_out/0087.out;54;98.0
xortool_out/0088.out;54;98.0
xortool_out/0089.out;54;98.0
xortool_out/0090.out;54;98.0
xortool_out/0091.out;54;98.0
xortool_out/0092.out;54;98.0
xortool_out/0093.out;54;98.0
xortool_out/0094.out;54;98.0
xortool_out/0095.out;54;98.0
xortool_out/0096.out;54;98.0
xortool_out/0097.out;54;98.0
xortool_out/0098.out;55;98.0
xortool_out/0099.out;55;98.0
xortool_out/0100.out;55;98.0
xortool_out/0101.out;55;98.0
xortool_out/0102.out;55;98.0
xortool_out/0103.out;55;98.0
xortool_out/0104.out;55;98.0
xortool_out/0105.out;55;98.0
xortool_out/0106.out;55;98.0
xortool_out/0107.out;55;98.0
xortool_out/0108.out;55;98.0
xortool_out/0109.out;55;98.0
xortool_out/0110.out;55;98.0
xortool_out/0111.out;55;98.0
xortool_out/0112.out;56;98.0
xortool_out/0113.out;56;98.0
xortool_out/0114.out;56;98.0
xortool_out/0115.out;56;98.0
xortool_out/0116.out;56;98.0
xortool_out/0117.out;56;98.0
xortool_out/0118.out;56;98.0
xortool_out/0119.out;56;98.0
xortool_out/0120.out;56;98.0
xortool_out/0121.out;56;98.0
xortool_out/0122.out;56;98.0
xortool_out/0123.out;56;98.0
xortool_out/0124.out;56;98.0
xortool_out/0125.out;56;98.0
xortool_out/0126.out;57;100.0
xortool_out/0127.out;57;98.0
xortool_out/0128.out;57;98.0
xortool_out/0129.out;57;100.0
xortool_out/0130.out;57;100.0
xortool_out/0131.out;57;100.0
xortool_out/0132.out;57;100.0
xortool_out/0133.out;57;100.0
xortool_out/0134.out;57;98.0
xortool_out/0135.out;57;98.0
xortool_out/0136.out;57;100.0
xortool_out/0137.out;57;100.0
xortool_out/0138.out;57;100.0
xortool_out/0139.out;57;100.0
xortool_out/0140.out;97;98.0
xortool_out/0141.out;97;98.0
xortool_out/0142.out;97;98.0
xortool_out/0143.out;97;98.0
xortool_out/0144.out;97;98.0
xortool_out/0145.out;97;98.0
xortool_out/0146.out;97;98.0
xortool_out/0147.out;97;98.0
xortool_out/0148.out;97;98.0
xortool_out/0149.out;97;98.0
xortool_out/0150.out;97;98.0
xortool_out/0151.out;97;98.0
xortool_out/0152.out;97;98.0
xortool_out/0153.out;97;98.0
xortool_out/0154.out;98;97.0
xortool_out/0155.out;98;97.0
xortool_out/0156.out;98;97.0
xortool_out/0157.out;98;95.0
xortool_out/0158.out;98;97.0
xortool_out/0159.out;98;95.0
xortool_out/0160.out;98;97.0
xortool_out/0161.out;98;98.0
xortool_out/0162.out;98;98.0
xortool_out/0163.out;98;98.0
xortool_out/0164.out;98;97.0
xortool_out/0165.out;98;98.0
xortool_out/0166.out;98;97.0
xortool_out/0167.out;98;98.0
xortool_out/0168.out;99;97.0
xortool_out/0169.out;99;97.0
xortool_out/0170.out;99;97.0
xortool_out/0171.out;99;97.0
xortool_out/0172.out;99;95.0
xortool_out/0173.out;99;95.0
xortool_out/0174.out;99;97.0
xortool_out/0175.out;99;100.0
xortool_out/0176.out;99;100.0
xortool_out/0177.out;99;100.0
xortool_out/0178.out;99;100.0
xortool_out/0179.out;99;98.0
xortool_out/0180.out;99;98.0
xortool_out/0181.out;99;100.0
xortool_out/0182.out;100;98.0
xortool_out/0183.out;100;98.0
xortool_out/0184.out;100;98.0
xortool_out/0185.out;100;98.0
xortool_out/0186.out;100;97.0
xortool_out/0187.out;100;98.0
xortool_out/0188.out;100;97.0
xortool_out/0189.out;100;100.0
xortool_out/0190.out;100;100.0
xortool_out/0191.out;100;100.0
xortool_out/0192.out;100;100.0
xortool_out/0193.out;100;98.0
xortool_out/0194.out;100;100.0
xortool_out/0195.out;100;98.0
xortool_out/0196.out;101;97.0
xortool_out/0197.out;101;97.0
xortool_out/0198.out;101;97.0
xortool_out/0199.out;101;95.0
xortool_out/0200.out;101;97.0
xortool_out/0201.out;101;97.0
xortool_out/0202.out;101;95.0
xortool_out/0203.out;101;100.0
xortool_out/0204.out;101;100.0
xortool_out/0205.out;101;100.0
xortool_out/0206.out;101;98.0
xortool_out/0207.out;101;100.0
xortool_out/0208.out;101;100.0
xortool_out/0209.out;101;98.0
xortool_out/0210.out;102;98.0
xortool_out/0211.out;102;98.0
xortool_out/0212.out;102;98.0
xortool_out/0213.out;102;98.0
xortool_out/0214.out;102;98.0
xortool_out/0215.out;102;98.0
xortool_out/0216.out;102;98.0
xortool_out/0217.out;102;100.0
xortool_out/0218.out;102;100.0
xortool_out/0219.out;102;100.0
xortool_out/0220.out;102;100.0
xortool_out/0221.out;102;100.0
xortool_out/0222.out;102;100.0
xortool_out/0223.out;102;100.0
xortool_out/0224.out;103;97.0
xortool_out/0225.out;103;97.0
xortool_out/0226.out;103;97.0
xortool_out/0227.out;103;97.0
xortool_out/0228.out;103;97.0
xortool_out/0229.out;103;97.0
xortool_out/0230.out;103;97.0
xortool_out/0231.out;103;97.0
xortool_out/0232.out;103;97.0
xortool_out/0233.out;103;97.0
xortool_out/0234.out;103;97.0
xortool_out/0235.out;103;97.0
xortool_out/0236.out;103;97.0
xortool_out/0237.out;103;97.0
xortool_out/0238.out;104;97.0
xortool_out/0239.out;104;98.0
xortool_out/0240.out;104;98.0
xortool_out/0241.out;104;98.0
xortool_out/0242.out;104;98.0
xortool_out/0243.out;104;98.0
xortool_out/0244.out;104;97.0
xortool_out/0245.out;104;97.0
xortool_out/0246.out;104;98.0
xortool_out/0247.out;104;98.0
xortool_out/0248.out;104;98.0
xortool_out/0249.out;104;98.0
xortool_out/0250.out;104;98.0
xortool_out/0251.out;104;97.0
xortool_out/0252.out;105;95.0
xortool_out/0253.out;105;95.0
xortool_out/0254.out;105;95.0
xortool_out/0255.out;105;95.0
xortool_out/0256.out;105;95.0
xortool_out/0257.out;105;95.0
xortool_out/0258.out;105;95.0
xortool_out/0259.out;105;95.0
xortool_out/0260.out;105;95.0
xortool_out/0261.out;105;95.0
xortool_out/0262.out;105;95.0
xortool_out/0263.out;105;95.0
xortool_out/0264.out;105;95.0
xortool_out/0265.out;105;95.0
xortool_out/0266.out;106;95.0
xortool_out/0267.out;106;95.0
xortool_out/0268.out;106;94.0
xortool_out/0269.out;106;95.0
xortool_out/0270.out;106;95.0
xortool_out/0271.out;106;94.0
xortool_out/0272.out;106;95.0
xortool_out/0273.out;106;95.0
xortool_out/0274.out;106;95.0
xortool_out/0275.out;106;94.0
