file_name;char_used;perc_printable
xortool_out/00.out;48;41.0
xortool_out/01.out;49;41.0
xortool_out/02.out;50;41.0
xortool_out/03.out;51;41.0
xortool_out/04.out;52;41.0
xortool_out/05.out;53;41.0
xortool_out/06.out;54;41.0
xortool_out/07.out;55;41.0
xortool_out/08.out;56;41.0
xortool_out/09.out;57;41.0
xortool_out/10.out;97;38.0
xortool_out/11.out;98;34.0
xortool_out/12.out;99;38.0
xortool_out/13.out;100;34.0
xortool_out/14.out;101;34.0
xortool_out/15.out;102;38.0
xortool_out/16.out;103;38.0
xortool_out/17.out;104;34.0
xortool_out/18.out;105;34.0
xortool_out/19.out;106;34.0
xortool_out/20.out;107;34.0
xortool_out/21.out;108;34.0
xortool_out/22.out;109;34.0
xortool_out/23.out;110;34.0
xortool_out/24.out;111;34.0
xortool_out/25.out;112;38.0
xortool_out/26.out;113;38.0
xortool_out/27.out;114;38.0
xortool_out/28.out;115;41.0
xortool_out/29.out;116;38.0
xortool_out/30.out;117;38.0
xortool_out/31.out;118;41.0
xortool_out/32.out;119;38.0
xortool_out/33.out;120;34.0
xortool_out/34.out;121;38.0
xortool_out/35.out;122;38.0
xortool_out/36.out;65;31.0
xortool_out/37.out;66;31.0
xortool_out/38.out;67;31.0
xortool_out/39.out;68;31.0
xortool_out/40.out;69;31.0
xortool_out/41.out;70;31.0
xortool_out/42.out;71;31.0
xortool_out/43.out;72;31.0
xortool_out/44.out;73;38.0
xortool_out/45.out;74;38.0
xortool_out/46.out;75;38.0
xortool_out/47.out;76;38.0
xortool_out/48.out;77;38.0
xortool_out/49.out;78;31.0
xortool_out/50.out;79;31.0
xortool_out/51.out;80;28.0
xortool_out/52.out;81;34.0
xortool_out/53.out;82;38.0
xortool_out/54.out;83;38.0
xortool_out/55.out;84;38.0
xortool_out/56.out;85;38.0
xortool_out/57.out;86;34.0
xortool_out/58.out;87;28.0
xortool_out/59.out;88;31.0
xortool_out/60.out;89;34.0
xortool_out/61.out;90;34.0
xortool_out/62.out;33;44.0
xortool_out/63.out;34;47.0
xortool_out/64.out;35;47.0
xortool_out/65.out;36;47.0
xortool_out/66.out;37;47.0
xortool_out/67.out;38;44.0
xortool_out/68.out;39;38.0
xortool_out/69.out;40;41.0
xortool_out/70.out;41;41.0
xortool_out/71.out;42;41.0
xortool_out/72.out;43;41.0
xortool_out/73.out;44;41.0
xortool_out/74.out;45;41.0
xortool_out/75.out;46;41.0
xortool_out/76.out;47;38.0
xortool_out/77.out;58;41.0
xortool_out/78.out;59;41.0
xortool_out/79.out;60;41.0
xortool_out/80.out;61;41.0
xortool_out/81.out;62;41.0
xortool_out/82.out;63;34.0
xortool_out/83.out;64;31.0
xortool_out/84.out;91;34.0
xortool_out/85.out;92;34.0
xortool_out/86.out;93;34.0
xortool_out/87.out;94;31.0
xortool_out/88.out;95;31.0
xortool_out/89.out;96;38.0
xortool_out/90.out;123;38.0
xortool_out/91.out;124;38.0
xortool_out/92.out;125;38.0
xortool_out/93.out;126;34.0
xortool_out/94.out;32;38.0
xortool_out/95.out;9;47.0
xortool_out/96.out;10;47.0
xortool_out/97.out;13;47.0
xortool_out/98.out;11;47.0
xortool_out/99.out;12;47.0
